"Project","Region","Year","Month","Day","Site","Plot","Depth_cm","Sample_ID","Sampler_Type","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","NOx_mgL","NOx_uM","NOx_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_flag"
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",741.9526,23.1426,"",0,0,"bdl",0,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",741.9526,23.1426,"",0,0,"bdl",0,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",9.2977,0.29,"",5993.3481,169.0648,"",10.83,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",9.2977,0.29,"",0,0,"bdl",0,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",9.2977,0.29,"",0,0,"bdl",0,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",8.3717,0.2611,"",5993.3481,169.0648,"",10.83,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",8.3717,0.2611,"",0,0,"bdl",0,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",35,"MSM_202304_TR_PPR_35cm","Depth segmented peeper well",8.3717,0.2611,"",0,0,"bdl",0,2.045,0,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",45,"MSM_202304_TR_PPR_45cm","Depth segmented peeper well",0,0,"bdl",0,0,"bdl",0,4.719,0.369,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",45,"MSM_202304_TR_PPR_45cm","Depth segmented peeper well",0,0,"bdl",6018.509,169.7746,"",10.8755,4.719,0.369,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",45,"MSM_202304_TR_PPR_45cm","Depth segmented peeper well",0,0,"bdl",0,0,"bdl",0,4.719,0.369,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",45,"MSM_202304_TR_PPR_45cm","Depth segmented peeper well",783.8743,24.4502,"",0,0,"bdl",0,4.719,0.369,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,4,24,"MSM","TR",45,"MSM_202304_TR_PPR_45cm","Depth segmented peeper well",783.8743,24.4502,"",6018.509,169.7746,"",10.8755,4.719,0.369,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
