,1,2,3,4,5,6,7,8,9,10,11,12
A,0.049,0.049,0.048,1.167,1.064,1.14,1.606,1.478,1.571,0.077,0.052,0.063
B,0.149,0.145,0.151,1.295,1.294,1.207,0.053,0.051,0.051,0.06,0.058,0.058
C,0.254,0.26,0.246,1.984,1.897,1.941,0.051,0.062,0.053,0.059,0.052,0.054
D,0.525,0.536,0.498,1.224,1.145,1.037,0.048,0.049,0.049,0.126,0.144,0.143
E,0.882,0.869,0.895,1.445,1.445,1.374,0.338,0.269,0.276,0.071,0.068,0.068
F,1.391,1.354,1.448,1.746,1.676,1.53,0.055,0.049,0.049,0.374,0.427,0.477
G,1.231,1.276,1.319,0.373,0.327,0.367,0.047,0.049,0.049,0.089,0.09,0.099
H,1.352,1.294,1.331,0.68,0.66,0.646,0.049,0.053,0.052,0.056,0.087,0.052
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,,,,,,,,,
B,Std 1,Std 1,Std 1,,,,,,,,,
C,Std 2,Std 2,Std 2,,,,,,,,,
D,Std 3,Std 3,Std 3,,,,,,,,,
E,Std 4,Std 4,Std 4,,,,,,,,,
F,Std 5,Std 5,Std 5,,,,,,,,,
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,,,,,,,,,
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,,,,,,,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,,,,,,,,,
B,1,1,1,,,,,,,,,
C,1,1,1,,,,,,,,,
D,1,1,1,,,,,,,,,
E,1,1,1,,,,,,,,,
F,1,1,1,,,,,,,,,
G,1,1,1,,,,,,,,,
H,1,1,1,,,,,,,,,
